pm2.5,pm10,o3,no2,so2,co
202.0,407.0,7.0,43.0,18.0,24.0
329.0,144.0,9.0,23.0,8.0,13.0
322.0,317.0,6.0,29.0,10.0,21.0
305.0,551.0,7.0,30.0,11.0,49.0
506.0,484.0,4.0,32.0,9.0,1.0
280.0,198.0,24.0,37.0,10.0,59.0
246.0,185.0,17.0,30.0,10.0,20.0
189.0,152.0,17.0,28.0,6.0,28.0
158.0,132.0,7.0,24.0,8.0,19.0
166.0,117.0,8.0,19.0,6.0,16.0
170.0,143.0,8.0,23.0,9.0,23.0
156.0,157.0,9.0,23.0,8.0,26.0
168.0,112.0,9.0,20.0,7.0,22.0
118.0,118.0,19.0,22.0,9.0,26.0
137.0,70.0,23.0,23.0,8.0,23.0
292.0,168.0,7.0,26.0,10.0,35.0
370.0,541.0,11.0,42.0,12.0,49.0
230.0,716.0,11.0,43.0,13.0,69.0
176.0,350.0,8.0,36.0,10.0,42.0
174.0,171.0,10.0,26.0,8.0,34.0
155.0,178.0,14.0,32.0,10.0,30.0
221.0,162.0,8.0,26.0,11.0,17.0
214.0,250.0,13.0,35.0,12.0,13.0
194.0,209.0,11.0,36.0,11.0,14.0
271.0,191.0,8.0,33.0,11.0,13.0
297.0,320.0,10.0,37.0,12.0,32.0
289.0,394.0,13.0,39.0,16.0,41.0
206.0,508.0,14.0,41.0,14.0,37.0
188.0,326.0,20.0,36.0,16.0,28.0
183.0,255.0,14.0,28.0,10.0,18.0
158.0,255.0,16.0,29.0,10.0,18.0
164.0,165.0,16.0,25.0,9.0,16.0
151.0,144.0,11.0,17.0,8.0,14.0
155.0,130.0,11.0,19.0,9.0,14.0
131.0,125.0,11.0,18.0,13.0,13.0
148.0,100.0,10.0,15.0,9.0,12.0
196.0,98.0,10.0,16.0,7.0,14.0
178.0,147.0,15.0,19.0,8.0,20.0
170.0,171.0,18.0,33.0,11.0,22.0
220.0,141.0,25.0,24.0,12.0,20.0
225.0,272.0,17.0,33.0,13.0,33.0
231.0,260.0,22.0,31.0,12.0,29.0
210.0,223.0,18.0,30.0,10.0,27.0
227.0,198.0,18.0,30.0,11.0,24.0
247.0,350.0,21.0,32.0,11.0,27.0
207.0,469.0,31.0,42.0,13.0,38.0
203.0,339.0,23.0,36.0,16.0,29.0
226.0,175.0,15.0,35.0,14.0,25.0
184.0,176.0,16.0,38.0,15.0,26.0
169.0,159.0,17.0,36.0,13.0,19.0
151.0,101.0,26.0,27.0,20.0,17.0
126.0,95.0,13.0,27.0,12.0,16.0
130.0,84.0,10.0,21.0,9.0,14.0
252.0,123.0,10.0,20.0,11.0,16.0
255.0,433.0,26.0,34.0,19.0,28.0
222.0,488.0,11.0,41.0,14.0,35.0
167.0,418.0,20.0,39.0,16.0,33.0
146.0,212.0,17.0,28.0,15.0,21.0
163.0,159.0,18.0,25.0,12.0,18.0
168.0,176.0,20.0,26.0,10.0,18.0
152.0,200.0,22.0,30.0,11.0,20.0
127.0,99.0,24.0,23.0,9.0,17.0
131.0,73.0,10.0,20.0,10.0,16.0
348.0,77.0,11.0,17.0,9.0,16.0
349.0,347.0,28.0,26.0,21.0,27.0
237.0,516.0,19.0,45.0,13.0,34.0
226.0,375.0,15.0,50.0,11.0,29.0
240.0,377.0,12.0,43.0,12.0,27.0
433.0,402.0,14.0,40.0,14.0,29.0
418.0,785.0,21.0,60.0,14.0,35.0
321.0,706.0,19.0,61.0,18.0,33.0
307.0,539.0,20.0,56.0,18.0,28.0
251.0,464.0,18.0,21.0,15.0,28.0
245.0,436.0,15.0,18.0,18.0,28.0
285.0,426.0,15.0,20.0,18.0,25.0
187.0,506.0,10.0,21.0,18.0,29.0
199.0,327.0,11.0,9.0,10.0,25.0
247.0,312.0,25.0,22.0,12.0,19.0
229.0,370.0,30.0,26.0,13.0,22.0
214.0,348.0,27.0,26.0,9.0,21.0
242.0,356.0,31.0,29.0,11.0,20.0
194.0,463.0,43.0,36.0,11.0,26.0
178.0,324.0,31.0,30.0,11.0,17.0
209.0,222.0,28.0,27.0,8.0,19.0
220.0,343.0,26.0,30.0,10.0,19.0
209.0,403.0,20.0,31.0,14.0,25.0
237.0,374.0,18.0,31.0,12.0,22.0
207.0,457.0,29.0,32.0,12.0,18.0
169.0,410.0,29.0,32.0,15.0,24.0
159.0,348.0,21.0,28.0,13.0,23.0
162.0,251.0,27.0,29.0,12.0,17.0
153.0,221.0,26.0,27.0,10.0,15.0
175.0,190.0,22.0,29.0,10.0,11.0
180.0,280.0,27.0,31.0,12.0,15.0
171.0,294.0,13.0,23.0,13.0,20.0
175.0,274.0,20.0,23.0,12.0,14.0
185.0,238.0,7.0,21.0,11.0,27.0
176.0,308.0,19.0,21.0,13.0,20.0
155.0,269.0,20.0,24.0,12.0,18.0
155.0,170.0,3.0,24.0,11.0,15.0
153.0,169.0,30.0,24.0,10.0,13.0
152.0,180.0,35.0,23.0,11.0,15.0
170.0,202.0,33.0,24.0,11.0,13.0
144.0,226.0,24.0,19.0,12.0,14.0
135.0,171.0,26.0,23.0,11.0,14.0
139.0,168.0,26.0,20.0,8.0,11.0
137.0,148.0,31.0,22.0,8.0,11.0
143.0,144.0,25.0,19.0,6.0,12.0
139.0,149.0,27.0,18.0,8.0,10.0
151.0,118.0,3.0,26.0,6.0,12.0
139.0,144.0,6.0,15.0,6.0,13.0
93.0,143.0,12.0,18.0,5.0,11.0
122.0,141.0,6.0,15.0,6.0,10.0
125.0,126.0,4.0,15.0,7.0,12.0
104.0,113.0,7.0,16.0,10.0,14.0
71.0,82.0,6.0,15.0,10.0,11.0
131.0,71.0,6.0,13.0,12.0,9.0
124.0,85.0,5.0,15.0,11.0,12.0
124.0,92.0,8.0,19.0,10.0,12.0
112.0,87.0,4.0,16.0,8.0,11.0
103.0,84.0,5.0,17.0,8.0,12.0
111.0,86.0,4.0,16.0,9.0,12.0
121.0,88.0,5.0,15.0,9.0,11.0
128.0,100.0,5.0,16.0,11.0,11.0
137.0,99.0,5.0,15.0,10.0,12.0
115.0,105.0,7.0,14.0,9.0,12.0
120.0,101.0,17.0,14.0,10.0,10.0
115.0,112.0,14.0,12.0,7.0,10.0
112.0,108.0,17.0,18.0,10.0,9.0
99.0,100.0,7.0,25.0,11.0,11.0
76.0,94.0,10.0,22.0,8.0,10.0
96.0,100.0,11.0,14.0,10.0,23.0
71.0,103.0,19.0,16.0,11.0,14.0
72.0,39.0,13.0,9.0,8.0,13.0
95.0,74.0,4.0,11.0,10.0,17.0
82.0,84.0,10.0,16.0,9.0,17.0
56.0,69.0,11.0,17.0,13.0,23.0
58.0,59.0,2.0,15.0,13.0,17.0
60.0,58.0,2.0,15.0,15.0,20.0
78.0,58.0,1.0,12.0,9.0,15.0
62.0,53.0,13.0,13.0,16.0,11.0
68.0,58.0,7.0,7.0,15.0,12.0
81.0,70.0,4.0,8.0,14.0,10.0
88.0,76.0,6.0,9.0,10.0,11.0
89.0,77.0,7.0,13.0,13.0,15.0
118.0,45.0,7.0,13.0,7.0,10.0
103.0,71.0,3.0,15.0,8.0,10.0
84.0,58.0,9.0,13.0,7.0,12.0
111.0,53.0,5.0,12.0,7.0,10.0
102.0,59.0,3.0,9.0,6.0,9.0
64.0,65.0,4.0,12.0,7.0,11.0
75.0,32.0,2.0,11.0,7.0,10.0
137.0,55.0,2.0,11.0,9.0,10.0
118.0,74.0,2.0,13.0,8.0,12.0
109.0,67.0,4.0,11.0,7.0,10.0
130.0,52.0,2.0,11.0,7.0,10.0
80.0,68.0,4.0,14.0,8.0,11.0
75.0,55.0,6.0,12.0,7.0,10.0
111.0,70.0,4.0,11.0,7.0,10.0
77.0,67.0,5.0,14.0,7.0,11.0
79.0,58.0,2.0,13.0,8.0,10.0
75.0,51.0,2.0,12.0,9.0,9.0
110.0,48.0,2.0,13.0,9.0,11.0
118.0,58.0,4.0,16.0,8.0,12.0
58.0,70.0,4.0,15.0,6.0,10.0
75.0,49.0,3.0,13.0,7.0,10.0
80.0,65.0,3.0,14.0,8.0,10.0
110.0,67.0,2.0,12.0,10.0,11.0
131.0,82.0,3.0,16.0,8.0,10.0
111.0,75.0,3.0,13.0,8.0,11.0
142.0,65.0,3.0,10.0,7.0,11.0
114.0,81.0,9.0,14.0,7.0,11.0
97.0,62.0,6.0,15.0,7.0,12.0
90.0,39.0,3.0,12.0,7.0,10.0
77.0,45.0,3.0,12.0,7.0,10.0
97.0,53.0,8.0,13.0,8.0,11.0
119.0,45.0,2.0,11.0,8.0,10.0
132.0,66.0,4.0,12.0,8.0,11.0
106.0,63.0,5.0,12.0,7.0,12.0
120.0,60.0,4.0,12.0,8.0,11.0
106.0,69.0,25.0,10.0,8.0,11.0
90.0,85.0,2.0,12.0,9.0,12.0
72.0,72.0,4.0,14.0,7.0,11.0
78.0,42.0,2.0,12.0,6.0,10.0
85.0,49.0,7.0,13.0,8.0,12.0
118.0,57.0,5.0,12.0,11.0,14.0
91.0,58.0,5.0,12.0,10.0,12.0
79.0,50.0,5.0,10.0,8.0,13.0
143.0,51.0,10.0,8.0,8.0,12.0
125.0,43.0,11.0,10.0,8.0,12.0
155.0,71.0,10.0,11.0,9.0,12.0
147.0,93.0,13.0,14.0,10.0,14.0
139.0,87.0,17.0,13.0,9.0,14.0
111.0,85.0,11.0,11.0,10.0,11.0
128.0,111.0,9.0,12.0,9.0,11.0
117.0,175.0,6.0,14.0,11.0,12.0
114.0,102.0,5.0,14.0,11.0,13.0
99.0,67.0,8.0,9.0,12.0,11.0
123.0,72.0,6.0,11.0,10.0,13.0
121.0,62.0,18.0,13.0,11.0,14.0
105.0,73.0,9.0,15.0,11.0,13.0
138.0,74.0,12.0,13.0,12.0,12.0
111.0,119.0,11.0,13.0,9.0,13.0
102.0,69.0,15.0,12.0,10.0,13.0
108.0,68.0,20.0,11.0,10.0,12.0
130.0,76.0,28.0,14.0,10.0,13.0
148.0,82.0,24.0,12.0,13.0,13.0
141.0,83.0,5.0,13.0,11.0,15.0
150.0,76.0,8.0,15.0,8.0,13.0
135.0,90.0,10.0,14.0,10.0,14.0
134.0,82.0,12.0,14.0,10.0,13.0
142.0,113.0,16.0,21.0,10.0,15.0
131.0,87.0,21.0,16.0,11.0,14.0
102.0,78.0,30.0,13.0,11.0,13.0
105.0,64.0,25.0,12.0,9.0,11.0
117.0,68.0,43.0,14.0,9.0,12.0
156.0,72.0,36.0,13.0,9.0,13.0
139.0,104.0,10.0,18.0,9.0,14.0
77.0,48.0,1.0,11.0,8.0,15.0
78.0,38.0,2.0,10.0,8.0,13.0
76.0,49.0,3.0,12.0,8.0,12.0
98.0,52.0,2.0,12.0,8.0,12.0
118.0,138.0,8.0,11.0,9.0,13.0
130.0,111.0,24.0,15.0,9.0,13.0
132.0,127.0,10.0,19.0,16.0,15.0
128.0,101.0,16.0,15.0,13.0,15.0
141.0,107.0,16.0,15.0,13.0,13.0
192.0,128.0,10.0,23.0,10.0,14.0
119.0,148.0,29.0,25.0,16.0,17.0
142.0,102.0,21.0,21.0,9.0,14.0
180.0,97.0,29.0,17.0,9.0,13.0
175.0,131.0,31.0,22.0,10.0,15.0
177.0,119.0,34.0,19.0,12.0,15.0
152.0,113.0,37.0,17.0,8.0,13.0
125.0,89.0,34.0,15.0,6.0,14.0
144.0,74.0,28.0,13.0,6.0,14.0
159.0,81.0,28.0,12.0,6.0,13.0
123.0,104.0,32.0,12.0,6.0,15.0
120.0,70.0,34.0,11.0,6.0,12.0
114.0,68.0,36.0,11.0,5.0,11.0
140.0,103.0,42.0,10.0,5.0,11.0
124.0,83.0,33.0,10.0,6.0,13.0
93.0,76.0,36.0,11.0,5.0,13.0
144.0,58.0,32.0,10.0,5.0,13.0
126.0,106.0,26.0,11.0,6.0,13.0
81.0,72.0,23.0,12.0,6.0,13.0
96.0,45.0,23.0,9.0,5.0,13.0
99.0,62.0,13.0,9.0,5.0,12.0
151.0,79.0,22.0,9.0,5.0,13.0
137.0,92.0,31.0,10.0,6.0,12.0
137.0,79.0,34.0,10.0,5.0,13.0
115.0,77.0,32.0,10.0,6.0,12.0
85.0,60.0,30.0,9.0,6.0,11.0
104.0,46.0,23.0,10.0,5.0,11.0
85.0,80.0,19.0,11.0,5.0,12.0
142.0,63.0,29.0,12.0,5.0,11.0
132.0,81.0,31.0,14.0,5.0,13.0
139.0,90.0,27.0,14.0,6.0,13.0
114.0,89.0,30.0,15.0,6.0,12.0
127.0,63.0,24.0,12.0,5.0,11.0
105.0,87.0,15.0,13.0,5.0,12.0
91.0,54.0,23.0,13.0,5.0,12.0
84.0,70.0,30.0,12.0,6.0,10.0
145.0,66.0,32.0,14.0,6.0,9.0
143.0,124.0,33.0,16.0,7.0,11.0
144.0,114.0,30.0,16.0,6.0,12.0
139.0,99.0,40.0,17.0,6.0,13.0
108.0,88.0,32.0,16.0,7.0,11.0
128.0,64.0,28.0,14.0,6.0,11.0
131.0,81.0,33.0,15.0,6.0,14.0
109.0,79.0,2.0,19.0,6.0,17.0
91.0,59.0,2.0,19.0,6.0,17.0
89.0,61.0,3.0,18.0,6.0,14.0
135.0,71.0,2.0,16.0,5.0,15.0
113.0,94.0,2.0,17.0,6.0,18.0
96.0,59.0,2.0,18.0,7.0,15.0
94.0,51.0,2.0,18.0,6.0,14.0
104.0,56.0,2.0,15.0,5.0,15.0
100.0,57.0,1.0,16.0,6.0,13.0
73.0,53.0,2.0,15.0,18.0,13.0
163.0,81.0,1.0,22.0,5.0,16.0
155.0,165.0,1.0,21.0,7.0,19.0
149.0,139.0,6.0,17.0,6.0,18.0
172.0,94.0,2.0,17.0,5.0,15.0
149.0,114.0,5.0,20.0,6.0,16.0
171.0,110.0,2.0,20.0,5.0,16.0
170.0,142.0,3.0,20.0,5.0,20.0
112.0,151.0,3.0,28.0,6.0,21.0
121.0,64.0,2.0,14.0,5.0,14.0
163.0,88.0,2.0,13.0,5.0,14.0
162.0,174.0,8.0,19.0,6.0,17.0
189.0,146.0,1.0,17.0,6.0,22.0
138.0,168.0,3.0,24.0,6.0,22.0
154.0,106.0,4.0,27.0,5.0,17.0
174.0,122.0,5.0,21.0,5.0,15.0
200.0,145.0,4.0,22.0,5.0,16.0
257.0,210.0,11.0,29.0,6.0,20.0
217.0,222.0,4.0,34.0,9.0,23.0
166.0,157.0,11.0,35.0,5.0,20.0
181.0,116.0,11.0,30.0,4.0,8.0
155.0,122.0,10.0,27.0,4.0,9.0
136.0,101.0,11.0,26.0,3.0,10.0
188.0,80.0,9.0,24.0,3.0,5.0
179.0,189.0,25.0,32.0,3.0,8.0
204.0,162.0,30.0,39.0,4.0,11.0
257.0,165.0,3.0,31.0,3.0,12.0
236.0,217.0,3.0,29.0,3.0,15.0
173.0,172.0,2.0,29.0,3.0,13.0
166.0,126.0,2.0,25.0,3.0,10.0
182.0,143.0,2.0,24.0,3.0,10.0
252.0,136.0,2.0,27.0,3.0,11.0
258.0,205.0,3.0,28.0,3.0,12.0
266.0,255.0,2.0,27.0,3.0,20.0
249.0,236.0,3.0,26.0,3.0,19.0
234.0,179.0,2.0,25.0,3.0,19.0
214.0,155.0,2.0,25.0,3.0,18.0
214.0,167.0,3.0,25.0,3.0,18.0
237.0,155.0,2.0,22.0,3.0,17.0
286.0,197.0,2.0,24.0,3.0,17.0
247.0,309.0,3.0,27.0,3.0,25.0
219.0,233.0,2.0,23.0,3.0,20.0
201.0,162.0,2.0,19.0,3.0,19.0
191.0,168.0,2.0,19.0,3.0,18.0
184.0,144.0,2.0,20.0,3.0,18.0
173.0,139.0,3.0,20.0,3.0,16.0
201.0,136.0,2.0,16.0,3.0,16.0
333.0,164.0,2.0,12.0,3.0,19.0
322.0,280.0,3.0,18.0,4.0,30.0
239.0,263.0,3.0,17.0,4.0,23.0
176.0,188.0,3.0,19.0,4.0,21.0
165.0,122.0,2.0,17.0,3.0,16.0
287.0,112.0,2.0,14.0,3.0,16.0
353.0,206.0,2.0,13.0,4.0,24.0
244.0,324.0,4.0,14.0,4.0,27.0
215.0,178.0,3.0,5.0,4.0,18.0
208.0,131.0,2.0,4.0,3.0,16.0
203.0,131.0,2.0,3.0,3.0,19.0
232.0,112.0,2.0,3.0,4.0,18.0
195.0,134.0,2.0,4.0,3.0,17.0
197.0,121.0,3.0,4.0,4.0,16.0
318.0,115.0,6.0,3.0,3.0,16.0
309.0,262.0,7.0,5.0,4.0,24.0
246.0,301.0,8.0,8.0,4.0,22.0
214.0,200.0,7.0,8.0,4.0,19.0
182.0,153.0,7.0,6.0,3.0,17.0
207.0,102.0,5.0,4.0,3.0,13.0
229.0,108.0,3.0,5.0,3.0,16.0
250.0,180.0,6.0,8.0,4.0,19.0
272.0,197.0,3.0,9.0,4.0,17.0
286.0,204.0,3.0,11.0,4.0,16.0
355.0,245.0,3.0,13.0,3.0,21.0
419.0,377.0,2.0,11.0,7.0,25.0
444.0,482.0,3.0,14.0,9.0,27.0
360.0,421.0,10.0,14.0,6.0,22.0
340.0,375.0,6.0,13.0,6.0,21.0
272.0,314.0,7.0,13.0,4.0,17.0
233.0,204.0,6.0,12.0,3.0,16.0
351.0,172.0,5.0,11.0,3.0,15.0
237.0,332.0,8.0,16.0,3.0,21.0
224.0,156.0,6.0,12.0,4.0,17.0
341.0,141.0,6.0,12.0,3.0,16.0
451.0,278.0,6.0,14.0,3.0,20.0
413.0,482.0,11.0,20.0,4.0,25.0
242.0,426.0,9.0,21.0,4.0,25.0
192.0,160.0,13.0,15.0,3.0,15.0
178.0,123.0,6.0,12.0,4.0,14.0
191.0,112.0,4.0,10.0,4.0,14.0
188.0,121.0,3.0,8.0,3.0,13.0
185.0,135.0,4.0,11.0,4.0,18.0
400.0,108.0,4.0,12.0,3.0,15.0
441.0,450.0,8.0,17.0,3.0,24.0
359.0,556.0,10.0,35.0,5.0,31.0
298.0,401.0,8.0,29.0,5.0,26.0
353.0,292.0,8.0,25.0,5.0,23.0
324.0,381.0,4.0,25.0,6.0,23.0
334.0,316.0,6.0,26.0,5.0,20.0
412.0,335.0,5.0,28.0,6.0,23.0
272.0,521.0,8.0,35.0,6.0,27.0
248.0,289.0,13.0,29.0,7.0,20.0
249.0,229.0,12.0,27.0,6.0,20.0
215.0,202.0,14.0,25.0,5.0,18.0
194.0,154.0,13.0,23.0,5.0,16.0
141.0,150.0,6.0,18.0,5.0,17.0
116.0,99.0,6.0,15.0,5.0,15.0
150.0,80.0,4.0,16.0,4.0,13.0
204.0,119.0,6.0,13.0,4.0,15.0
203.0,233.0,20.0,12.0,6.0,20.0
172.0,170.0,4.0,11.0,6.0,18.0
211.0,139.0,3.0,10.0,6.0,16.0
281.0,176.0,6.0,13.0,5.0,17.0
281.0,294.0,6.0,14.0,7.0,25.0
296.0,320.0,10.0,14.0,9.0,27.0
223.0,338.0,10.0,15.0,8.0,23.0
209.0,202.0,7.0,18.0,6.0,20.0
178.0,155.0,7.0,18.0,6.0,15.0
265.0,135.0,5.0,15.0,5.0,10.0
420.0,236.0,6.0,17.0,6.0,13.0
446.0,455.0,8.0,28.0,8.0,22.0
436.0,511.0,9.0,30.0,9.0,24.0
509.0,439.0,12.0,28.0,10.0,22.0
342.0,534.0,14.0,24.0,9.0,18.0
246.0,316.0,14.0,24.0,10.0,16.0
229.0,180.0,12.0,21.0,9.0,12.0
233.0,162.0,6.0,19.0,6.0,11.0
257.0,190.0,10.0,25.0,7.0,16.0
197.0,221.0,6.0,21.0,6.0,15.0
298.0,181.0,16.0,31.0,8.0,14.0
400.0,239.0,17.0,22.0,7.0,13.0
828.0,389.0,9.0,24.0,6.0,17.0
384.0,925.0,5.0,20.0,6.0,31.0
495.0,367.0,6.0,26.0,8.0,18.0
424.0,589.0,13.0,37.0,11.0,27.0
390.0,495.0,6.0,28.0,11.0,25.0
400.0,445.0,6.0,26.0,10.0,23.0
398.0,424.0,7.0,22.0,8.0,20.0
326.0,375.0,21.0,19.0,15.0,18.0
247.0,365.0,29.0,26.0,10.0,16.0
208.0,303.0,53.0,30.0,8.0,19.0
290.0,244.0,62.0,26.0,9.0,17.0
207.0,380.0,40.0,29.0,10.0,22.0
184.0,254.0,25.0,32.0,10.0,14.0
207.0,180.0,23.0,22.0,9.0,11.0
145.0,199.0,37.0,20.0,8.0,11.0
161.0,136.0,16.0,19.0,7.0,12.0
162.0,127.0,34.0,20.0,7.0,9.0
204.0,223.0,20.0,18.0,5.0,10.0
219.0,224.0,108.0,22.0,8.0,14.0
200.0,233.0,45.0,31.0,7.0,15.0
201.0,217.0,43.0,30.0,6.0,19.0
217.0,208.0,28.0,22.0,7.0,14.0
188.0,184.0,30.0,20.0,7.0,12.0
172.0,156.0,23.0,22.0,6.0,13.0
190.0,136.0,39.0,19.0,6.0,11.0
160.0,177.0,46.0,27.0,8.0,12.0
122.0,142.0,63.0,18.0,6.0,11.0
143.0,92.0,19.0,16.0,6.0,7.0
146.0,106.0,12.0,17.0,3.0,7.0
119.0,102.0,18.0,16.0,5.0,8.0
133.0,88.0,16.0,17.0,5.0,8.0
154.0,85.0,14.0,15.0,5.0,7.0
113.0,151.0,31.0,15.0,6.0,9.0
120.0,83.0,17.0,12.0,5.0,8.0
83.0,100.0,14.0,12.0,5.0,12.0
105.0,102.0,11.0,9.0,5.0,6.0
79.0,97.0,54.0,10.0,6.0,6.0
115.0,93.0,53.0,9.0,7.0,6.0
124.0,102.0,56.0,12.0,6.0,8.0
145.0,112.0,14.0,12.0,6.0,7.0
169.0,117.0,5.0,17.0,5.0,7.0
134.0,127.0,14.0,18.0,5.0,8.0
106.0,134.0,7.0,21.0,3.0,8.0
154.0,116.0,21.0,23.0,3.0,8.0
151.0,123.0,30.0,26.0,5.0,10.0
118.0,100.0,12.0,16.0,4.0,5.0
162.0,104.0,14.0,18.0,5.0,7.0
168.0,122.0,27.0,20.0,5.0,9.0
153.0,127.0,21.0,24.0,5.0,10.0
144.0,106.0,7.0,18.0,5.0,9.0
95.0,99.0,8.0,17.0,4.0,9.0
256.0,71.0,1.0,13.0,4.0,7.0
134.0,94.0,17.0,20.0,5.0,8.0
117.0,108.0,32.0,20.0,6.0,12.0
168.0,107.0,24.0,18.0,4.0,6.0
155.0,142.0,28.0,24.0,5.0,11.0
148.0,104.0,16.0,18.0,4.0,10.0
115.0,104.0,17.0,20.0,4.0,9.0
155.0,103.0,26.0,23.0,4.0,10.0
135.0,129.0,16.0,29.0,5.0,13.0
123.0,107.0,36.0,22.0,5.0,10.0
151.0,109.0,14.0,20.0,4.0,9.0
128.0,143.0,45.0,20.0,5.0,12.0
104.0,122.0,80.0,22.0,5.0,13.0
104.0,99.0,8.0,18.0,4.0,11.0
149.0,80.0,8.0,14.0,3.0,8.0
143.0,136.0,7.0,26.0,4.0,15.0
120.0,140.0,9.0,26.0,4.0,15.0
122.0,115.0,9.0,20.0,4.0,12.0
108.0,106.0,17.0,20.0,4.0,13.0
118.0,88.0,13.0,13.0,4.0,17.0
59.0,88.0,24.0,22.0,4.0,21.0
57.0,41.0,6.0,18.0,4.0,18.0
69.0,52.0,12.0,13.0,3.0,15.0
89.0,61.0,10.0,14.0,4.0,22.0
98.0,59.0,7.0,12.0,4.0,10.0
90.0,64.0,9.0,17.0,4.0,10.0
110.0,73.0,9.0,17.0,5.0,7.0
104.0,85.0,5.0,23.0,6.0,15.0
77.0,82.0,36.0,18.0,4.0,7.0
79.0,70.0,16.0,14.0,5.0,5.0
121.0,97.0,9.0,16.0,4.0,4.0
113.0,111.0,31.0,18.0,5.0,10.0
111.0,88.0,15.0,18.0,4.0,10.0
155.0,75.0,31.0,21.0,4.0,9.0
138.0,115.0,21.0,23.0,4.0,12.0
138.0,97.0,35.0,19.0,4.0,11.0
99.0,109.0,79.0,21.0,5.0,10.0
105.0,92.0,11.0,21.0,4.0,62.0
98.0,109.0,8.0,19.0,5.0,75.0
115.0,86.0,49.0,17.0,4.0,9.0
105.0,106.0,92.0,20.0,4.0,9.0
92.0,117.0,29.0,16.0,4.0,11.0
111.0,88.0,46.0,18.0,4.0,8.0
108.0,80.0,50.0,20.0,5.0,9.0
92.0,93.0,51.0,18.0,4.0,7.0
142.0,93.0,2.0,27.0,5.0,8.0
174.0,174.0,12.0,29.0,5.0,15.0
157.0,156.0,31.0,30.0,5.0,18.0
130.0,121.0,20.0,26.0,5.0,17.0
137.0,98.0,15.0,24.0,5.0,13.0
153.0,115.0,9.0,27.0,5.0,11.0
115.0,146.0,36.0,32.0,5.0,12.0
95.0,92.0,31.0,29.0,5.0,12.0
99.0,63.0,16.0,19.0,4.0,8.0
113.0,86.0,23.0,20.0,5.0,7.0
157.0,79.0,5.0,22.0,5.0,9.0
154.0,259.0,16.0,20.0,5.0,7.0
