pm2.5,pm10,o3,no2,so2,co
164.0,274.0,18.0,20.0,8.0,8.0
165.0,399.0,24.0,17.0,6.0,9.0
151.0,355.0,8.0,12.0,6.0,9.0
131.0,282.0,3.0,18.0,4.0,8.0
135.0,119.0,6.0,15.0,6.0,9.0
109.0,128.0,13.0,20.0,6.0,11.0
102.0,83.0,14.0,17.0,6.0,8.0
140.0,97.0,19.0,16.0,5.0,9.0
100.0,106.0,8.0,15.0,6.0,11.0
112.0,81.0,6.0,16.0,5.0,10.0
152.0,106.0,16.0,14.0,5.0,9.0
131.0,160.0,28.0,15.0,7.0,9.0
141.0,219.0,16.0,19.0,7.0,9.0
141.0,216.0,13.0,24.0,9.0,9.0
146.0,174.0,18.0,25.0,9.0,7.0
151.0,174.0,23.0,20.0,6.0,10.0
148.0,116.0,27.0,24.0,7.0,9.0
82.0,106.0,32.0,22.0,7.0,10.0
121.0,100.0,14.0,20.0,8.0,13.0
156.0,121.0,35.0,18.0,6.0,12.0
155.0,139.0,45.0,29.0,9.0,12.0
106.0,144.0,50.0,42.0,9.0,12.0
155.0,114.0,62.0,27.0,5.0,7.0
83.0,152.0,46.0,30.0,8.0,8.0
118.0,75.0,25.0,26.0,5.0,7.0
114.0,115.0,16.0,28.0,8.0,6.0
163.0,139.0,18.0,22.0,8.0,5.0
137.0,180.0,36.0,37.0,11.0,9.0
134.0,136.0,39.0,33.0,10.0,9.0
126.0,159.0,27.0,29.0,10.0,9.0
187.0,234.0,36.0,27.0,7.0,7.0
154.0,564.0,19.0,44.0,13.0,13.0
200.0,218.0,44.0,47.0,13.0,16.0
148.0,285.0,76.0,48.0,15.0,17.0
139.0,155.0,64.0,38.0,8.0,13.0
157.0,121.0,67.0,31.0,8.0,9.0
155.0,217.0,45.0,34.0,10.0,10.0
145.0,154.0,58.0,34.0,9.0,12.0
150.0,156.0,46.0,31.0,9.0,10.0
166.0,294.0,21.0,23.0,7.0,9.0
184.0,312.0,78.0,54.0,16.0,14.0
184.0,354.0,58.0,46.0,14.0,12.0
167.0,220.0,44.0,44.0,14.0,12.0
147.0,146.0,53.0,40.0,13.0,11.0
151.0,141.0,45.0,45.0,10.0,10.0
147.0,140.0,47.0,44.0,12.0,9.0
120.0,114.0,43.0,34.0,9.0,7.0
119.0,92.0,35.0,27.0,6.0,7.0
204.0,98.0,18.0,35.0,7.0,10.0
163.0,236.0,61.0,39.0,14.0,15.0
171.0,174.0,35.0,36.0,13.0,14.0
178.0,168.0,53.0,32.0,12.0,11.0
170.0,177.0,53.0,45.0,12.0,12.0
129.0,127.0,59.0,42.0,9.0,11.0
172.0,91.0,22.0,35.0,7.0,7.0
151.0,393.0,34.0,41.0,9.0,11.0
174.0,168.0,33.0,41.0,8.0,13.0
135.0,159.0,30.0,46.0,15.0,13.0
264.0,113.0,45.0,30.0,7.0,7.0
243.0,349.0,73.0,35.0,17.0,12.0
188.0,478.0,51.0,33.0,9.0,10.0
195.0,236.0,42.0,30.0,10.0,10.0
231.0,300.0,37.0,39.0,15.0,9.0
240.0,377.0,39.0,44.0,17.0,14.0
232.0,407.0,35.0,49.0,16.0,20.0
233.0,403.0,26.0,56.0,19.0,19.0
202.0,322.0,50.0,59.0,18.0,21.0
163.0,212.0,48.0,44.0,12.0,14.0
147.0,147.0,49.0,38.0,9.0,11.0
160.0,145.0,59.0,34.0,9.0,10.0
182.0,284.0,43.0,28.0,9.0,12.0
186.0,254.0,76.0,37.0,13.0,15.0
168.0,260.0,8.0,61.0,20.0,14.0
159.0,212.0,40.0,38.0,10.0,11.0
168.0,180.0,31.0,30.0,8.0,8.0
176.0,224.0,31.0,30.0,9.0,9.0
181.0,181.0,40.0,37.0,12.0,13.0
174.0,254.0,61.0,41.0,9.0,12.0
201.0,229.0,65.0,40.0,8.0,14.0
204.0,282.0,54.0,49.0,14.0,18.0
217.0,198.0,57.0,41.0,15.0,17.0
195.0,209.0,41.0,56.0,17.0,16.0
159.0,158.0,62.0,47.0,17.0,13.0
139.0,118.0,39.0,31.0,12.0,10.0
104.0,86.0,42.0,25.0,6.0,7.0
150.0,100.0,27.0,28.0,7.0,5.0
148.0,192.0,23.0,25.0,8.0,9.0
137.0,161.0,26.0,29.0,10.0,16.0
130.0,120.0,28.0,23.0,8.0,16.0
144.0,127.0,30.0,22.0,8.0,10.0
156.0,194.0,31.0,26.0,8.0,7.0
188.0,170.0,38.0,31.0,9.0,11.0
184.0,245.0,37.0,44.0,10.0,12.0
165.0,194.0,52.0,43.0,12.0,11.0
260.0,271.0,45.0,37.0,9.0,11.0
187.0,402.0,28.0,37.0,12.0,11.0
203.0,297.0,44.0,37.0,14.0,13.0
212.0,250.0,93.0,47.0,16.0,16.0
170.0,236.0,71.0,45.0,14.0,11.0
193.0,177.0,41.0,45.0,14.0,13.0
143.0,196.0,48.0,46.0,15.0,13.0
178.0,129.0,31.0,26.0,8.0,8.0
184.0,178.0,55.0,41.0,12.0,11.0
219.0,221.0,46.0,41.0,10.0,14.0
159.0,232.0,55.0,48.0,18.0,16.0
154.0,132.0,33.0,39.0,12.0,12.0
145.0,123.0,32.0,28.0,8.0,9.0
136.0,107.0,24.0,24.0,8.0,8.0
135.0,104.0,27.0,29.0,11.0,7.0
106.0,103.0,32.0,23.0,8.0,7.0
188.0,94.0,32.0,23.0,7.0,7.0
173.0,148.0,36.0,20.0,11.0,11.0
188.0,229.0,26.0,45.0,13.0,13.0
188.0,188.0,32.0,41.0,12.0,13.0
173.0,152.0,38.0,35.0,11.0,11.0
158.0,136.0,34.0,39.0,11.0,10.0
159.0,113.0,30.0,29.0,8.0,8.0
191.0,118.0,20.0,28.0,9.0,9.0
192.0,143.0,28.0,32.0,8.0,12.0
177.0,165.0,32.0,32.0,7.0,11.0
161.0,136.0,17.0,32.0,7.0,8.0
181.0,112.0,17.0,27.0,5.0,8.0
172.0,127.0,15.0,32.0,6.0,9.0
205.0,117.0,16.0,35.0,6.0,10.0
136.0,141.0,4.0,41.0,7.0,15.0
182.0,96.0,24.0,21.0,5.0,6.0
151.0,151.0,1.0,37.0,6.0,17.0
172.0,77.0,8.0,24.0,5.0,6.0
170.0,135.0,11.0,33.0,7.0,9.0
176.0,135.0,23.0,38.0,6.0,10.0
150.0,118.0,30.0,35.0,6.0,9.0
169.0,104.0,22.0,27.0,4.0,8.0
180.0,143.0,13.0,27.0,5.0,10.0
214.0,202.0,19.0,37.0,10.0,17.0
225.0,187.0,6.0,45.0,10.0,14.0
226.0,186.0,30.0,43.0,10.0,15.0
192.0,199.0,21.0,32.0,9.0,13.0
191.0,134.0,27.0,31.0,8.0,12.0
225.0,134.0,10.0,25.0,7.0,11.0
259.0,154.0,13.0,34.0,9.0,12.0
300.0,211.0,15.0,39.0,9.0,16.0
308.0,314.0,40.0,56.0,9.0,27.0
265.0,328.0,35.0,43.0,10.0,18.0
243.0,264.0,30.0,42.0,10.0,17.0
182.0,201.0,22.0,34.0,10.0,13.0
168.0,139.0,21.0,24.0,8.0,11.0
174.0,119.0,18.0,27.0,7.0,10.0
313.0,126.0,12.0,23.0,7.0,9.0
415.0,301.0,17.0,44.0,9.0,19.0
270.0,564.0,21.0,66.0,17.0,37.0
236.0,241.0,26.0,47.0,14.0,19.0
286.0,169.0,14.0,28.0,10.0,12.0
289.0,242.0,7.0,26.0,8.0,15.0
316.0,218.0,15.0,28.0,14.0,13.0
307.0,359.0,19.0,29.0,16.0,23.0
220.0,293.0,24.0,27.0,19.0,18.0
263.0,167.0,21.0,25.0,12.0,12.0
221.0,201.0,21.0,23.0,11.0,11.0
180.0,149.0,20.0,21.0,11.0,10.0
174.0,114.0,28.0,21.0,10.0,9.0
230.0,108.0,17.0,24.0,11.0,9.0
247.0,197.0,5.0,25.0,8.0,13.0
156.0,178.0,4.0,27.0,8.0,13.0
311.0,75.0,3.0,24.0,8.0,10.0
478.0,378.0,11.0,41.0,11.0,23.0
317.0,664.0,8.0,65.0,14.0,37.0
289.0,385.0,6.0,43.0,13.0,19.0
384.0,289.0,4.0,32.0,8.0,24.0
381.0,418.0,10.0,36.0,11.0,20.0
222.0,475.0,8.0,45.0,13.0,19.0
176.0,175.0,10.0,28.0,8.0,10.0
391.0,139.0,14.0,21.0,7.0,9.0
417.0,407.0,10.0,34.0,9.0,25.0
378.0,497.0,14.0,39.0,9.0,27.0
242.0,438.0,11.0,39.0,10.0,22.0
224.0,222.0,12.0,27.0,9.0,13.0
240.0,156.0,14.0,23.0,7.0,11.0
271.0,168.0,11.0,23.0,7.0,16.0
261.0,211.0,8.0,29.0,8.0,13.0
378.0,204.0,9.0,30.0,8.0,15.0
352.0,454.0,11.0,38.0,10.0,19.0
496.0,354.0,6.0,30.0,7.0,16.0
480.0,604.0,10.0,39.0,9.0,27.0
414.0,641.0,9.0,49.0,12.0,29.0
387.0,565.0,15.0,45.0,13.0,28.0
364.0,425.0,15.0,46.0,12.0,18.0
413.0,342.0,13.0,33.0,9.0,14.0
394.0,520.0,10.0,38.0,10.0,32.0
386.0,416.0,17.0,33.0,9.0,19.0
506.0,364.0,15.0,34.0,9.0,17.0
581.0,630.0,26.0,44.0,11.0,35.0
460.0,785.0,21.0,59.0,13.0,34.0
366.0,554.0,22.0,52.0,13.0,20.0
383.0,391.0,22.0,39.0,10.0,18.0
338.0,474.0,20.0,34.0,12.0,25.0
290.0,374.0,21.0,34.0,13.0,17.0
274.0,294.0,23.0,28.0,11.0,15.0
253.0,258.0,17.0,30.0,10.0,15.0
206.0,206.0,20.0,32.0,10.0,12.0
220.0,148.0,10.0,24.0,8.0,11.0
183.0,165.0,8.0,17.0,9.0,12.0
349.0,118.0,9.0,10.0,10.0,11.0
421.0,370.0,9.0,7.0,12.0,22.0
425.0,544.0,20.0,6.0,13.0,28.0
314.0,546.0,23.0,6.0,14.0,22.0
311.0,312.0,19.0,6.0,14.0,19.0
305.0,309.0,16.0,7.0,15.0,16.0
349.0,319.0,13.0,8.0,14.0,17.0
286.0,411.0,14.0,9.0,13.0,26.0
317.0,462.0,13.0,1.0,13.0,35.0
302.0,399.0,17.0,0.0,15.0,25.0
255.0,371.0,22.0,1.0,14.0,24.0
299.0,274.0,17.0,2.0,13.0,16.0
342.0,300.0,14.0,4.0,12.0,17.0
299.0,394.0,9.0,7.0,12.0,24.0
331.0,357.0,13.0,12.0,12.0,24.0
330.0,487.0,8.0,15.0,13.0,38.0
235.0,408.0,21.0,20.0,15.0,21.0
200.0,224.0,20.0,20.0,14.0,14.0
295.0,187.0,15.0,21.0,14.0,14.0
271.0,321.0,18.0,18.0,13.0,22.0
313.0,350.0,21.0,20.0,15.0,19.0
332.0,321.0,20.0,21.0,12.0,17.0
290.0,375.0,24.0,7.0,11.0,20.0
306.0,332.0,25.0,7.0,12.0,17.0
247.0,370.0,23.0,8.0,13.0,20.0
243.0,221.0,19.0,11.0,13.0,13.0
195.0,193.0,16.0,13.0,12.0,12.0
257.0,145.0,11.0,16.0,11.0,16.0
393.0,244.0,14.0,9.0,11.0,22.0
404.0,517.0,10.0,7.0,14.0,32.0
404.0,531.0,33.0,9.0,13.0,27.0
428.0,520.0,35.0,9.0,14.0,27.0
423.0,555.0,17.0,10.0,14.0,31.0
545.0,512.0,33.0,9.0,14.0,26.0
320.0,545.0,22.0,9.0,22.0,25.0
277.0,320.0,35.0,11.0,16.0,14.0
464.0,266.0,23.0,15.0,11.0,13.0
196.0,500.0,15.0,16.0,12.0,18.0
259.0,150.0,26.0,17.0,11.0,10.0
331.0,324.0,14.0,18.0,10.0,20.0
388.0,418.0,24.0,17.0,12.0,21.0
334.0,502.0,23.0,16.0,13.0,34.0
361.0,418.0,25.0,11.0,11.0,29.0
313.0,457.0,28.0,5.0,11.0,27.0
381.0,401.0,29.0,4.0,11.0,29.0
284.0,472.0,4.0,3.0,14.0,52.0
300.0,346.0,31.0,2.0,12.0,25.0
264.0,358.0,32.0,2.0,15.0,21.0
289.0,304.0,43.0,1.0,21.0,23.0
223.0,374.0,35.0,3.0,21.0,26.0
209.0,288.0,32.0,5.0,30.0,18.0
231.0,218.0,26.0,16.0,24.0,15.0
263.0,220.0,33.0,19.0,21.0,14.0
222.0,279.0,39.0,18.0,20.0,15.0
241.0,279.0,34.0,20.0,19.0,17.0
227.0,342.0,30.0,23.0,18.0,25.0
249.0,338.0,29.0,23.0,15.0,24.0
221.0,368.0,36.0,30.0,19.0,22.0
190.0,283.0,35.0,23.0,20.0,16.0
244.0,182.0,27.0,23.0,17.0,11.0
163.0,255.0,33.0,19.0,17.0,13.0
163.0,144.0,34.0,15.0,16.0,10.0
179.0,203.0,14.0,17.0,13.0,10.0
192.0,227.0,24.0,20.0,14.0,15.0
205.0,281.0,50.0,24.0,14.0,16.0
167.0,223.0,45.0,24.0,14.0,14.0
131.0,155.0,36.0,20.0,14.0,11.0
210.0,133.0,23.0,19.0,12.0,10.0
174.0,220.0,31.0,17.0,15.0,14.0
145.0,172.0,53.0,24.0,15.0,13.0
168.0,166.0,35.0,24.0,12.0,13.0
155.0,158.0,24.0,20.0,12.0,11.0
182.0,72.0,7.0,18.0,12.0,9.0
166.0,155.0,13.0,18.0,12.0,11.0
154.0,144.0,42.0,15.0,10.0,11.0
160.0,140.0,33.0,13.0,11.0,9.0
147.0,146.0,28.0,11.0,9.0,9.0
134.0,127.0,24.0,11.0,10.0,8.0
179.0,116.0,15.0,12.0,10.0,7.0
113.0,163.0,12.0,14.0,12.0,9.0
111.0,107.0,12.0,13.0,12.0,7.0
118.0,105.0,7.0,13.0,13.0,7.0
115.0,104.0,5.0,14.0,10.0,8.0
146.0,100.0,4.0,22.0,12.0,10.0
137.0,96.0,18.0,29.0,12.0,13.0
117.0,63.0,2.0,26.0,10.0,10.0
117.0,89.0,5.0,22.0,8.0,9.0
124.0,78.0,9.0,29.0,9.0,11.0
129.0,118.0,7.0,29.0,10.0,11.0
164.0,92.0,4.0,0.0,11.0,12.0
123.0,102.0,20.0,0.0,11.0,19.0
118.0,63.0,8.0,0.0,10.0,13.0
125.0,69.0,21.0,0.0,9.0,9.0
136.0,95.0,6.0,2.0,11.0,13.0
129.0,121.0,5.0,3.0,12.0,9.0
151.0,92.0,16.0,3.0,10.0,12.0
98.0,120.0,31.0,14.0,11.0,14.0
78.0,67.0,6.0,19.0,9.0,12.0
90.0,55.0,5.0,16.0,10.0,8.0
112.0,73.0,8.0,13.0,10.0,7.0
113.0,100.0,4.0,21.0,12.0,8.0
102.0,101.0,5.0,21.0,10.0,9.0
172.0,75.0,3.0,20.0,11.0,9.0
150.0,53.0,8.0,30.0,9.0,10.0
115.0,29.0,11.0,28.0,10.0,11.0
107.0,50.0,12.0,27.0,10.0,12.0
100.0,72.0,33.0,18.0,5.0,11.0
89.0,82.0,58.0,28.0,8.0,11.0
103.0,65.0,16.0,22.0,8.0,9.0
112.0,73.0,19.0,22.0,8.0,11.0
117.0,84.0,19.0,22.0,8.0,8.0
113.0,90.0,13.0,21.0,8.0,10.0
125.0,75.0,9.0,18.0,9.0,8.0
108.0,93.0,7.0,22.0,11.0,8.0
123.0,82.0,6.0,22.0,10.0,8.0
142.0,92.0,14.0,31.0,9.0,11.0
131.0,99.0,13.0,23.0,9.0,9.0
140.0,67.0,13.0,21.0,8.0,10.0
123.0,81.0,9.0,20.0,9.0,9.0
166.0,82.0,4.0,20.0,9.0,9.0
163.0,139.0,3.0,26.0,11.0,7.0
161.0,146.0,9.0,27.0,11.0,8.0
163.0,152.0,6.0,31.0,13.0,8.0
149.0,152.0,7.0,26.0,11.0,7.0
159.0,120.0,9.0,28.0,11.0,8.0
140.0,119.0,8.0,30.0,8.0,9.0
151.0,85.0,4.0,25.0,8.0,6.0
91.0,87.0,8.0,24.0,9.0,9.0
76.0,50.0,9.0,16.0,9.0,9.0
89.0,31.0,4.0,13.0,8.0,8.0
138.0,46.0,4.0,16.0,9.0,8.0
141.0,108.0,5.0,16.0,13.0,10.0
103.0,115.0,15.0,11.0,10.0,11.0
106.0,93.0,8.0,9.0,9.0,9.0
157.0,71.0,7.0,14.0,9.0,10.0
110.0,106.0,28.0,15.0,9.0,12.0
107.0,83.0,7.0,14.0,8.0,9.0
107.0,92.0,12.0,14.0,8.0,9.0
102.0,105.0,15.0,12.0,8.0,8.0
87.0,102.0,36.0,18.0,9.0,10.0
102.0,92.0,7.0,19.0,9.0,11.0
93.0,107.0,14.0,15.0,8.0,9.0
100.0,95.0,9.0,16.0,8.0,10.0
126.0,83.0,7.0,18.0,8.0,8.0
128.0,132.0,30.0,18.0,9.0,9.0
128.0,115.0,16.0,20.0,9.0,9.0
155.0,115.0,25.0,23.0,8.0,8.0
151.0,170.0,18.0,28.0,8.0,9.0
157.0,119.0,42.0,19.0,9.0,7.0
149.0,119.0,34.0,17.0,9.0,8.0
140.0,132.0,20.0,18.0,8.0,8.0
148.0,110.0,21.0,20.0,8.0,7.0
136.0,111.0,33.0,22.0,8.0,8.0
126.0,129.0,24.0,26.0,8.0,9.0
119.0,222.0,10.0,22.0,11.0,7.0
136.0,108.0,9.0,25.0,11.0,11.0
151.0,99.0,13.0,26.0,10.0,10.0
83.0,97.0,14.0,27.0,9.0,9.0
142.0,81.0,14.0,20.0,9.0,10.0
162.0,96.0,28.0,21.0,12.0,10.0
171.0,139.0,13.0,24.0,20.0,10.0
155.0,220.0,29.0,21.0,16.0,9.0
168.0,141.0,42.0,18.0,17.0,9.0
171.0,186.0,51.0,29.0,15.0,12.0
183.0,210.0,86.0,30.0,18.0,12.0
160.0,290.0,57.0,22.0,18.0,10.0
150.0,141.0,54.0,27.0,18.0,9.0
149.0,120.0,35.0,16.0,12.0,8.0
168.0,128.0,23.0,18.0,15.0,9.0
251.0,220.0,21.0,12.0,12.0,8.0
260.0,652.0,13.0,17.0,17.0,10.0
356.0,643.0,20.0,19.0,33.0,8.0
407.0,797.0,13.0,21.0,28.0,9.0
252.0,979.0,6.0,15.0,23.0,5.0
168.0,432.0,9.0,22.0,24.0,6.0
151.0,135.0,23.0,22.0,10.0,6.0
148.0,96.0,23.0,20.0,9.0,6.0
180.0,115.0,7.0,20.0,10.0,7.0
162.0,186.0,14.0,23.0,13.0,8.0
157.0,116.0,35.0,24.0,18.0,8.0
168.0,119.0,14.0,22.0,14.0,6.0
160.0,147.0,22.0,22.0,17.0,13.0
152.0,139.0,21.0,22.0,15.0,5.0
169.0,148.0,28.0,24.0,17.0,6.0
173.0,167.0,33.0,28.0,21.0,8.0
193.0,229.0,29.0,25.0,18.0,6.0
175.0,246.0,40.0,49.0,28.0,13.0
181.0,185.0,49.0,55.0,33.0,12.0
184.0,268.0,31.0,57.0,40.0,10.0
164.0,230.0,47.0,55.0,36.0,13.0
186.0,169.0,46.0,44.0,30.0,10.0
200.0,187.0,38.0,38.0,27.0,11.0
174.0,235.0,56.0,47.0,30.0,15.0
163.0,180.0,52.0,44.0,26.0,11.0
167.0,153.0,28.0,36.0,21.0,7.0
190.0,150.0,36.0,41.0,27.0,9.0
162.0,247.0,51.0,57.0,28.0,15.0
183.0,135.0,39.0,17.0,6.0,8.0
166.0,220.0,51.0,18.0,10.0,6.0
165.0,160.0,40.0,16.0,8.0,6.0
140.0,161.0,41.0,28.0,10.0,8.0
176.0,131.0,36.0,20.0,9.0,6.0
216.0,218.0,25.0,16.0,10.0,7.0
214.0,410.0,78.0,21.0,15.0,17.0
164.0,416.0,63.0,22.0,23.0,13.0
146.0,160.0,65.0,16.0,12.0,7.0
149.0,134.0,53.0,11.0,8.0,5.0
183.0,164.0,34.0,8.0,5.0,2.0
197.0,268.0,72.0,14.0,12.0,9.0
167.0,357.0,40.0,14.0,12.0,10.0
143.0,180.0,77.0,14.0,10.0,7.0
150.0,131.0,35.0,10.0,9.0,5.0
181.0,178.0,20.0,9.0,11.0,4.0
163.0,227.0,39.0,7.0,5.0,5.0
182.0,188.0,45.0,9.0,5.0,4.0
182.0,248.0,74.0,17.0,14.0,6.0
178.0,270.0,69.0,17.0,11.0,6.0
177.0,412.0,42.0,14.0,12.0,5.0
187.0,447.0,50.0,13.0,11.0,7.0
187.0,453.0,74.0,16.0,16.0,13.0
170.0,463.0,36.0,20.0,23.0,15.0
150.0,258.0,50.0,17.0,15.0,8.0
147.0,191.0,44.0,12.0,6.0,5.0
196.0,152.0,29.0,10.0,13.0,3.0
218.0,420.0,26.0,9.0,7.0,3.0
188.0,427.0,15.0,15.0,18.0,5.0
146.0,219.0,35.0,14.0,12.0,6.0
163.0,180.0,28.0,11.0,6.0,4.0
183.0,249.0,18.0,17.0,9.0,8.0
170.0,373.0,37.0,19.0,17.0,11.0
164.0,227.0,45.0,19.0,14.0,9.0
142.0,216.0,33.0,16.0,9.0,8.0
132.0,146.0,35.0,15.0,9.0,8.0
130.0,134.0,34.0,15.0,7.0,9.0
190.0,127.0,20.0,9.0,7.0,4.0
145.0,344.0,45.0,21.0,17.0,10.0
155.0,158.0,20.0,16.0,8.0,7.0
150.0,154.0,34.0,17.0,10.0,5.0
171.0,150.0,30.0,19.0,11.0,6.0
165.0,164.0,29.0,17.0,14.0,6.0
208.0,281.0,43.0,35.0,16.0,10.0
173.0,351.0,34.0,20.0,13.0,8.0
158.0,171.0,26.0,21.0,8.0,9.0
242.0,119.0,27.0,12.0,4.0,6.0
206.0,307.0,30.0,30.0,19.0,18.0
172.0,193.0,19.0,25.0,22.0,11.0
180.0,128.0,34.0,20.0,7.0,7.0
171.0,127.0,34.0,17.0,8.0,6.0
161.0,128.0,33.0,17.0,7.0,6.0
169.0,111.0,26.0,15.0,5.0,5.0
228.0,139.0,24.0,16.0,8.0,7.0
194.0,275.0,34.0,20.0,13.0,11.0
163.0,208.0,33.0,27.0,17.0,11.0
190.0,174.0,16.0,19.0,11.0,7.0
230.0,224.0,29.0,17.0,9.0,9.0
180.0,342.0,16.0,21.0,13.0,10.0
236.0,275.0,24.0,20.0,13.0,7.0
203.0,230.0,25.0,25.0,20.0,5.0
195.0,221.0,26.0,20.0,11.0,5.0
158.0,136.0,25.0,15.0,8.0,3.0
164.0,132.0,20.0,13.0,6.0,4.0
249.0,136.0,30.0,12.0,7.0,5.0
162.0,335.0,25.0,27.0,12.0,19.0
160.0,124.0,29.0,17.0,7.0,5.0
160.0,126.0,22.0,18.0,8.0,5.0
163.0,130.0,24.0,16.0,8.0,5.0
182.0,136.0,19.0,16.0,7.0,7.0
203.0,166.0,21.0,14.0,7.0,6.0
191.0,221.0,27.0,21.0,6.0,15.0
214.0,197.0,20.0,24.0,7.0,9.0
179.0,246.0,25.0,23.0,9.0,11.0
154.0,146.0,22.0,21.0,6.0,11.0
176.0,133.0,20.0,14.0,5.0,8.0
235.0,157.0,22.0,13.0,7.0,7.0
219.0,369.0,16.0,34.0,15.0,15.0
200.0,207.0,26.0,24.0,11.0,14.0
385.0,251.0,29.0,21.0,8.0,12.0
232.0,504.0,5.0,40.0,12.0,27.0
244.0,289.0,32.0,28.0,11.0,16.0
189.0,304.0,36.0,21.0,13.0,14.0
189.0,202.0,24.0,22.0,11.0,9.0
168.0,187.0,25.0,21.0,6.0,8.0
162.0,140.0,24.0,15.0,5.0,6.0
208.0,130.0,23.0,12.0,4.0,4.0
180.0,181.0,24.0,16.0,6.0,10.0
228.0,291.0,13.0,19.0,6.0,6.0
316.0,361.0,19.0,23.0,9.0,10.0
325.0,490.0,27.0,19.0,7.0,24.0
278.0,387.0,32.0,18.0,9.0,12.0
218.0,330.0,27.0,17.0,6.0,13.0
232.0,207.0,22.0,17.0,4.0,9.0
275.0,247.0,18.0,15.0,4.0,8.0
240.0,304.0,20.0,18.0,8.0,10.0
222.0,234.0,22.0,15.0,5.0,9.0
251.0,242.0,18.0,15.0,7.0,9.0
325.0,277.0,11.0,15.0,5.0,10.0
241.0,391.0,10.0,18.0,17.0,13.0
277.0,218.0,6.0,15.0,4.0,7.0
398.0,325.0,6.0,15.0,8.0,8.0
267.0,448.0,1.0,17.0,6.0,12.0
313.0,250.0,5.0,12.0,1.0,11.0
268.0,330.0,6.0,13.0,2.0,13.0
260.0,182.0,4.0,9.0,1.0,6.0
274.0,207.0,2.0,17.0,2.0,8.0
314.0,212.0,4.0,13.0,4.0,9.0
